"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para concluir o bloco gostaria de fazer duas perguntas:";"A cassação da chapa Dilma/Temer está sendo discutida no Tribunal Superior Eleitoral e se aprovada Michel Temer perde o mandato. Você é a favor da cassação da chapa pelo TSE?";"Se Lula for candidato você pretende votar nele nas próximas eleições?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Religião:";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-30T18:41:50.085-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"50";"PT";"nada disso";"";"muito conservador";"pouco feminista";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"até R$1880,00";"ensino médio incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164131";"82fdc02b-2a26-4901-b71c-f5a755bb4dda";"2017-03-31T23:26:23";"356"
"2017-03-31T18:10:50.800-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"20";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164132";"78ee2db4-9ae5-4a86-8143-847d2fb1e53d";"2017-03-31T23:26:24";"357"
"2017-03-31T18:15:33.129-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"20";"Nenhum";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"preta";"";"outra";"Candomble";"vQEVL8NJxFQs3kcu22s4A4";"3164133";"e2e699a6-4594-414d-aa75-5c00a6e32d88";"2017-03-31T23:26:24";"358"
"2017-03-31T18:34:34.112-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"21";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164134";"38778bed-c5c6-4afe-9e33-8af33718f0c2";"2017-03-31T23:26:25";"359"
"2017-03-31T18:44:41.331-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"52";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"outra";"Budismo";"vQEVL8NJxFQs3kcu22s4A4";"3164135";"68d6cb8d-48ea-4bdc-8a67-9dac7c78da6a";"2017-03-31T23:26:25";"360"
"2017-03-31T18:52:36.778-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"18";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"não concorda";"concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não sei";"";"feminino";"até R$1880,00";"ensino médio completo";"branca";"";"outra";"Budista";"vQEVL8NJxFQs3kcu22s4A4";"3164136";"f7a62b02-3e80-417d-a3bf-c4c1776c8514";"2017-03-31T23:26:25";"361"
"2017-03-31T18:58:43.329-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"17";"Nenhum";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164137";"3a15abba-e8d5-43cc-b6f5-9934d2141043";"2017-03-31T23:26:26";"362"
"2017-03-31T19:04:50.776-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"45";"PT";"nada disso";"";"nada conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164138";"9b4339ad-c147-40cb-bf31-7cfc35567817";"2017-03-31T23:26:26";"363"
"2017-03-31T19:10:09.615-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"29";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164139";"38181a31-21e2-4f47-b2c1-3c276fc50214";"2017-03-31T23:26:27";"364"
"2017-03-31T19:16:16.081-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"50";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164140";"d3a3d8d7-d39f-44db-8f88-8d67f880fbee";"2017-03-31T23:26:28";"365"
"2017-03-31T19:26:15.327-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"64";"PSOL";"nada disso";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"até R$1880,00";"ensino superior completo";"parda";"";"outra";"Candomble";"vQEVL8NJxFQs3kcu22s4A4";"3164141";"738197d1-caef-4bde-a884-56c3dc154f74";"2017-03-31T23:26:29";"366"
"2017-03-31T19:37:58.495-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"25";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164142";"de0b5ed1-b08d-432f-873d-4e3bf330f88b";"2017-03-31T23:26:29";"367"
"2017-03-31T19:51:52.383-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"37";"PT";"nada disso";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"";"não";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164143";"36b50555-8d9f-449b-bde7-69a4216be4d2";"2017-03-31T23:26:30";"368"
"2017-03-31T20:06:51.007-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"46";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não sei";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino médio completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164144";"7abccbfc-6758-4e27-bfdb-135fbf60c4a0";"2017-03-31T23:26:30";"369"
"2017-03-31T20:11:40.092-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"24";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164145";"d646ccd6-59b0-4f70-ae08-d6be2fc2d94d";"2017-03-31T23:26:31";"370"
"2017-03-31T20:15:48.630-03";"ac:d0:74:e4:28:64";"Bianca";"0";"";"29";"Nenhum";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164146";"4dead06f-4a26-418e-8749-f69c121026c9";"2017-03-31T23:26:31";"371"
"2017-03-31T15:37:24.130-03";"ac:d0:74:8c:ae:cc";" Teste";"Masp";"";"22";"PT";"de esquerda";"";"muito conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"masculino";"até R$1880,00";"ensino fundamental incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164167";"dd192562-c950-436c-bdf1-b808783ccd8d";"2017-03-31T23:36:56";"372"
"2017-03-31T16:05:58.907-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"32";"PT";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"concorda";"não sei";"não concorda";"não sei";"não concorda";"não sei";"não sei";"não sei";"concorda";"não sei";"não sei";"não concorda";"não sei";"não sei";"não concorda";"concorda";"não sei";"não sei";"não sei";"não sei";"não sei";"concorda";"não sei";"não sei";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164168";"51f0ed89-aad3-4030-a510-f527af22cad8";"2017-03-31T23:36:58";"373"
"2017-03-31T16:12:41.339-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"61";"Outro";"de esquerda";"";"nada conservador";"pouco feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164169";"e73756b2-e552-4975-8c54-f99d4d4b6f2d";"2017-03-31T23:36:59";"374"
"2017-03-31T16:18:56.855-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"31";"Nenhum";"nada disso";"";"nada conservador";"muito feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164170";"0c54255a-4b60-4993-8ebe-8e8838e9b60e";"2017-03-31T23:36:59";"375"
"2017-03-31T16:25:54.194-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"40";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"até R$1880,00";"ensino médio completo";"branca";"";"outra";"Ecumenico";"vQEVL8NJxFQs3kcu22s4A4";"3164171";"a644c534-ca52-400e-839f-dbf760321d09";"2017-03-31T23:37:00";"376"
"2017-03-31T16:41:46.429-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"34";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino médio completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164172";"b3804e18-5333-451f-ad49-fec652394470";"2017-03-31T23:37:01";"377"
"2017-03-31T16:47:47.215-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"46";"Outro";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164173";"b452107b-05e5-40ed-8119-cb718a276536";"2017-03-31T23:37:02";"378"
"2017-03-31T16:55:19.572-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"33";"Nenhum";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164174";"a06bd8d3-17ab-4697-8fd2-fd7f550c6d7f";"2017-03-31T23:37:02";"379"
"2017-03-31T17:01:44.796-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"19";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"preta";"";"outra";"Agnostico";"vQEVL8NJxFQs3kcu22s4A4";"3164175";"7d1f3fc3-5da9-4816-b521-af903d1b92e6";"2017-03-31T23:37:03";"380"
"2017-03-31T17:09:08.307-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"33";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"evangélica não pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3164176";"26c8ca0e-0e92-4d20-849f-2ecf0fee11a9";"2017-03-31T23:37:04";"381"
"2017-03-31T17:15:24.922-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"47";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"concorda";"concorda";"não sei";"concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não sei";"não concorda";"concorda";"não sei";"não sei";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164177";"05502191-c35f-4788-b85b-5141fe6e475f";"2017-03-31T23:37:04";"382"
"2017-03-31T17:23:27.274-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"27";"Outro";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"indígena";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164178";"1b715abd-0fcd-4b68-9149-8a659266f0e8";"2017-03-31T23:37:05";"383"
"2017-03-31T17:29:30.705-03";"ac:d0:74:8c:ae:cc";"Igor";"1";"";"28";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164179";"bc8cc938-857f-4400-bc6e-02e799316397";"2017-03-31T23:37:06";"384"
